position,title,link,authors,publications
327,An Improved Discrete Grey Wolf Optimizer for the Nurse Rostering Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:u1IMlZnpNFQC,"CM Ngoo, SL Goh, G Kendall",
328,Drawing Inspiration from the World of Fine Art in the Battle Against Predatory Publishing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:ocbgtyEEUOwC,G Kendall,"Publishing Research Quarterly, 1-15, 2022"
329,Research Trends in the Optimization of the Master Surgery Scheduling Problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:WsFh9Szeq2wC,"MKM Razali, AH Abd Rahman, M Ayob, R Jarmin, F Qamar, G Kendall","IEEE Access, 2022"
330,Equilibrium in a Bargaining Game of Two Sellers and Two Buyers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:QlnOKEPDpKwC,"J Li, T Cui, G Kendall","Mathematics 10 (15), 2705, 2022"
331,Lagrange dual bound computation for stochastic service network design,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:C-SEpTPhZ1wC,"X Jiang, R Bai, J Ren, J Li, G Kendall","European Journal of Operational Research, 2022"
332,Analyzing the Impact of Flipped Classes for Embedded System Design Courses During the COVID-19 Pandemic,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:m44aUaJR3ikC,"HM PANDEY, D Windridge, G Kendall, N BESSIS","International Conference on Smart Education, Health and ICT, 2022"
333,Trends in Multi-Disciplinary Scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:HevVnK7dagcC,"A Gunawan, G Kendall, LS Lee, B McCollum, HV Seow","Journal of the Operational Research Society 72 (8), 1689-1690, 2021"
334,Rong Qu,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:2u1QkWOsl3MC,"G Kendall, N Pillay","IEEE COMPUTATIONAL INTELLIGENCE MAGAZINE 1556 (603X/20), 2020"
335,Special Section on Recent Advances in Mine Planning and Scheduling: Theory and Applications; Edited by Mohan Krishnamoorthy,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:peNFRSk4lDYC,"M Krishnamoorthy, G Singh, A Ernst, G Kendall","COMPUTERS & OPERATIONS RESEARCH 115, 2020"
336,MISTA 2019,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:gxb_f1p9zx4C,"R Bai, ZL Chen, L Jiawei, G Kendall, B McCollum",
337,2018 Index IEEE Computational Intelligence Magazine Vol. 13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:DOLguN9Lh8sC,"P Abreu, D Alahakoon, R Allmendinger, I Amaya, H Araujo, D Ashlock, ...","IEEE Computational Intelligence Magazine, 2018"
338,Computational Intelligence: An International Journal,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:NObE97JSLecC,"H Nourashraf, A Ghorbani, R Goebel, R Greiner, D Lin, E Milios, D Inkpen, ...",
339,"Journal: Journal of Scheduling, 2018, № 2, p. 129-130",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:mu2_AnMl8iYC,"Z Hanzalek, G Kendall, B McCollum, P Sucha, GV Berghe","Journal of Scheduling, 129-130, 2018"
340,Multidisciplinary International Scheduling Conference: Theory and Applications (MISTA) 2015 Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:LzOrNEA7mwcC,"Z Hanzalek, G Kendall, B McCollum, P Sucha, G Vanden Berghe","Journal Of Scheduling 21 (2), 129-130, 2018"
341,On Nie-Tan Operator and Type-reduction of Interval Type-2 Fuzzy Sets,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:G887dSk7Sz8C,"L Jiawei, R John, S Coupland, G Kendall","IEEE, 2017"
342,Swarm and Evolutionary Computation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:nbnL2fqDbzcC,"HM Pandey, A Chaudhary, D Mehrotra, G Kendall",
343,Preface Special Issue: Multidisciplinary International Scheduling Conference: Theory and Applications (MISTA) 2013,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:mo9XK3BEATIC,"G Kendall, G Vanden Berghe, B McCollum","Journal of Scheduling 19 (3), 213-213, 2016"
344,Keynote speech IV: Where games meet hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:1Ye0OR6EYb4C,G Kendall,"2015 IEEE Conference on Computational Intelligence and Games (CIG), 19-19, 2015"
345,Evaluating decision making units under uncertainty using fuzzy multi-objective nonlinear programming,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:0iM-huCvmk0C,"MKM Nawawi, R Khalid, A Mustafa, A Emrouznejad, R John, G Kendall","arXiv preprint arXiv:1508.06008, 2015"
346,Heuristic space diversity for improved meta-hyperheuristics performance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:pe4chHNxNLUC,"G Kendall, J Grobler, AP Engelbrecht, VSS Yadavalli","Elsevier, 2015"
347,Computing the Accurate Centroids of General Type-2 Fuzzy Sets,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:qt-6tCTBDsQC,"J Li, R John, G Kendall",
348,IEEE Transactions on Computational Intelligence and AI in Games,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:yxmsSjX2EkcC,G Kendall,"IEEE Transactions on Computational Intelligence and AI in Games 7 (01), 1-2, 2015"
349,Elicitation of strategies in four variants of a round-robin tournament: the case of Goofspiel,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:IaI1MmNe2tcC,"M Dror, G Kendall, A Rapoport","IEEE Transactions on Computational Intelligence and AI in Games 8 (3), 209-217, 2014"
350,Message from the BusinessClouds 2014 Workshop Chairs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:rAN7mHg6NlYC,"J Blazewicz, J Musial, M Drozdowski, M Sterna, P Bouvry, G Danoy, ...","Proceedings-2014 IEEE International Conference on Ubiquitous Intelligence …, 2014"
351,Search Methodologies||[electronic resource],https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:JoHZYnTS1h4C,"EK Burke, G Kendall","Springer US|| Imprint Springer,, 2014"
352,On Evolutionarily Stable States and Nash Equilibria that Are Not Characterised by the Folk Theorem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:FiytvqdAVhgC,"J Li, G Kendall","CoRR, 2014"
353,Evolutionary Computation in the Real World: Successes and Challenges,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:bFuYayV9R1gC,G Kendall,"Knowledge and Systems Engineering: Proceedings of the Fifth International …, 2013"
354,Guest Editorial: Special Issue on Understanding Complex Evolutionary Systems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:IRz6iEL74y4C,"D Ashlock, G Kendall, SY Chong","IEEE Transactions on Evolutionary Computation 17 (2), 153-154, 2013"
355,Population based local search for university course timetabling problems,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:IsPWOBWtZBwC,"M Ayob, NR Sabar, A Abuhamdah, G Kendall",
356,A New Approach to Packing Non-Convex Polygons Using the No Fit Polygon and,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:-mN3Mh-tlDkC,"E Burke, G Kendall","Adaptive Computing in Design and Manufacture V, 193, 2012"
357,前瞻深度对演化象棋的影响,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:S_fw-_riRmcC,"B Al-Khateeb, G Kendall","计算机科学技术学报 27 (5), 996-1006, 2012"
358,Research Article Throughput Maximization of Queueing Networks with Simultaneous Minimization of Service Rates and Buffers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Ade32sEp0pkC,"FRB Cruz, G Kendall, L While, AR Duarte, NLC Brito",
359,Hyper-heuristic study for the SBH problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:uc_IGeMz5qoC,"A Swiercz, W Mruczkiewicz, J Blazewicz, EK Burke, G Kendall, C Oguz","ICOLE 2010, 30, 2011"
360,IMECS 2011-International MultiConference of Engineers and Computer Scientists 2011: Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Q_E8KsG3g9MC,"YH Abdelkader, D Ait-Kadi, B Al-Najjar, A Allahverdi, BP Amavasai, ...","IMECS 2011-International MultiConference of Engineers and Computer …, 2011"
361,What influence might power and personality exert on the brokering of evidence that informs risk decisions?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:eq2jaN3J8jMC,"E Soane, GJ Davies, G Kendall, J Li, SJT Pollard","Journal of risk research, 2011"
362,A permutation based technique for channel assignment problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:lmc2jWPfTJgC,"SI Suliman, G Kendall, I Musirin, Y Wati","2010 IEEE Student Conference on Research and Development (SCOReD), 67-71, 2010"
363,What is a hyper-heuristic?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:EkHepimYqZsC,"G Kendall, EK Burke","Wiley Encyclopedia of Operations Research and Management Science, 2010"
364,Lee Spector,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:7wO8s98CvbsC,"E Alba, D Arnold, J Atkin, W Banzhaf, E Brunskill, L Bull, S Carbajal, ...",
365,Computational intelligence and scheduling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:ZuybSZzF8UAC,G Kendall,"Springer, 2010"
366,Special Issue on MISTA Conference 2007-Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:WTSGYGHz1bkC,"P Baptiste, G Kendall, A Munier, F Sourd","JOURNAL OF SCHEDULING 12 (6), 563-564, 2009"
367,An Adaptation of Social Learning in Evolutionary Computation for Tic-Tac-Toe,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:n8FNryW2AHIC,"R Yaakob, G Kendall","IJCSNS 9 (9), 294, 2009"
368,An Integration of BP-Pool and Social Learning in the Opening of Go,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:ILKRHgRFtOwC,"R Yaakob, G Kendall","2009 WRI World Congress on Computer Science and Information Engineering 4 …, 2009"
369,Solving Examination Timetabling Problems using Honey-bee Mating,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:fixghrsIJ_wC,"NR Sabar, M Ayob, G Kendall",
370,Does money matter in inflation forecasting?,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:nnITTVbzT6kC,"RG Anderson, JM Binner, B Jones, G Kendall, J Tepper, P Tino","Federal Reserve Bank of St. Louis Working Papers, 2009"
371,An ILS Algorithm for the Team Orienteering Problem with Variable Profit,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:FwTEoIZreccC,"A Gunawan, KM Ng, G Kendall, J Lai",
372,Immune Algorithm versus Differential Evolution: a Comparative Case,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:eflP2zaiRacC,"V Cutello, N Krasnogor, G Nicosia, M Pavone, D Agostini, J Costanza, ...","Int. Conf. on Adaptive and Natural Computing Algorithms, ICANNGA 2439 (2006 …, 2009"
373,Annals of Operations Research: Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:TuM7UPshZo8C,"G Kendall, L Lei, M Pinedo","Annals of Operations Research 159 (1), 1-3, 2008"
374,Special issue on Multidisciplinary scheduling: Theory and applications (MISTA)-Preface,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:MSzX15-gZgkC,"G Kendall, L Lei, M Pinedo","ANNALS OF OPERATIONS RESEARCH 159 (1), 1-3, 2008"
375,A Model for Fresh Produce Shelf-Space Allocation and Inventory Management with,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Ui_nyea79ooC,G Kendall,"INFORMS Journal on Computing 20 (1), 78-85, 2008"
376,"2007 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION, CEC 2007",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:k6nH7jlkaTkC,"D Ashlock, J Schonfeld, G Terrazas, G Kendall, N Krasnogor, M Gheorghe, ...",
377,"INDEX TO VOLUME 59, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:GFxP56DSvIMC,"R Aboolian, O Berman, D Krass, F Ackermann, NM Adams, EH Aghezzaf, ...","Journal of the Operational Research Society 59, 1700-1707, 2008"
378,Multidisciplinary scheduling: theory and applications (MISTA),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:q3CdL3IzO_QC,G Kendall,"Springer, 2008"
379,Evolving Weights for a New UK Divisia,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:AXPGKjj_ei8C,"J Binner, QB Chen, G Kendall","Aston Academy for Research in Management, 2008"
380,Statistics through Applications,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:dBIO0h50nwkC,G Kendall,"The Journal of the Operational Research Society 58 (12), 1684-1684, 2007"
381,Studying the Effect that a Linear Transformation has on the Time-Series Prediction Ability of an Evolutionary Neural Network,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:fbc8zXXH2BUC,"J BINNER, QUN BO CHEN, G KENDALL","Information Sciences 2007, 592-600, 2007"
382,"07112 Summary--Cutting, Packing, Layout and Space Allocation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:EYYDruWGBe4C,"E Burke, KM Daniels, G Kendall","Dagstuhl Seminar Proceedings, 2007"
383,"07112 Abstracts Collection--Cutting, Packing, Layout and Space Allocation",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:vDijr-p_gm4C,"E Burke, KM Daniels, G Kendall","Dagstuhl Seminar Proceedings, 2007"
384,Yearr Enndd Index,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:PyEswDtIyv0C,"BW Andrews, M Birattari, C Brizuela, L Chapman, CA Coello Coello, ...","IEEE Computational Intelligence Magazine, 2006"
385,CIG’05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:An6A6Jpfc1oC,"G Kendall, S Lucas",
386,Co-evolution vs. Neural Networks; An Evaluation of UK Risky Money,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:7T2F9Uy0os0C,"A Gazely, J Binner, G Kendall","Computing in Economics and Finance 2004, 2004"
387,Solution Methodologies for generating robust Airline Schedules,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:HE397vMXCloC,"F Bian, E Burke, S Jain, G Kendall, GM Koole, J Mulder, MCE Paelinck, ...","European Study Group with Industry, 9, 2004"
388,Job-Machine Duality: The Flip-Flop Problem Representation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:LI9QrySNdTsC,"M Dror, S Petrovic, E Burke, G Kendall, N Krasnogor",
389,Theory and practice of the shift design problem,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:hkOj_22Ku90C,"W Slany, T Muller, R Bartak, E Ozcan, A Alkan, D Matzke, VG Abramov, ...","Practice and Theory of AutomatedTimetablingIV, 355, 2003"
390,"Genetic and Evolutionary Computation GECCO 2003 00: Genetic and Evolutionary Computation Conference Chicago, IL, USA, July 1216, 2003 Proceedings, Part I",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:6ZxmRoH8BuwC,"E Cant-Paz, JA Foster, K Deb, L Davis, R Roy, UM OReilly, HG Beyer, ...","Springer-Verlag Berlin Heidelberg, 2003"
391,"Problem Difficulty, Program Structure, and Genetic Programming Performance: Investigations with Population Measures",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:2KloaMYe4IUC,"S Gustafson, A Ekart, E Burke, G Kendall",
392,Evolutionary Strategies vs. Neural Networks; New Evidence from Taiwan on the Divisia Index Debate,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:1qzjygNMrQYC,"G Kendall, JM Binner, AM Gazely","Computing in Economics and Finance 2001, 2001"
393,Advances in econometrics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:UxriW0iASnsC,"RL Basmann, GF Rhodes, DJ Slottje, TB Fomby, RC Hill, BH Baltagi, ...","Jai Press, 1982"
394,IEEE Computational Intelligence Society,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:GDem9OnCwu8C,"XIN YAO, B BOUCHON-MEUNIER, EH RUSPINI, PAUCJ CHUNG, ...",
395,Series Editors: Thomas B. Fomby and R. Carter Hill,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:ve7iT2ZEuL4C,"JM Binner, G Kendall, SH Chen",
396,IEEE Transactions on Computational Intelligence and AI in Games,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:1pC5hbHeJ6IC,"G KENDALL, S AHMADI, D ASHLOCK, CB CONGDON, C BAUCKHAGE, ...",
397,DECEMBER 2013 VOLUME 5 NUMBER 4 TCIARR (ISSN 1943-068X),https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Gs1AF5H0x94C,"G Synnaeve, A Uriarte, F Richoux, D Churchill, M Preuss, R Goofspiel, ...",
398,Pascal and Francis Bibliographic Databases,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Np1obAXpBq8C,"E Cantu-Paz, JA Foster, M Harman, J Wegener, D Dasgupta, MA Potter, ...",
399,"and Burke, Edmund K.(2012) A new model and a hyper-heuristic approach for two-dimensional shelf space allocation. 4OR: A Quarterly Journal of Operations Research, 11 (1). pp …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:MtS25d97-7AC,"R Bai, T Van Woensel, G Kendall",
400,Maintaining Regularity and Generalization in Data using MDL and GA: Case of Grammatical Inference,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=300&pagesize=100&citation_for_view=VjJm3zYAAAAJ:qOpkhvVCMvUC,"HM Pandey, A Chaudhary, D Mehrotra, G Kendall",
401,"Atkin, Jason AD (2012) Tabu assisted guided local search approaches for freight service network design. Information Sciences, 189. pp. 266-281. ISSN 1872-6291",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:Qh5Z_vBjo80C,"R Bai, G Kendall, R Qu",
402,"Bai, Ruibin (2014) A path-oriented encoding evolutionary algorithm for network coding resource minimization. Journal of the Operational Research Society, 65 (8). pp. 1261-1277 …",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:H-3wYkpcA84C,"H Xing, R Qu, G Kendall",
403,MISTA 2017,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:kiex5tMzGo8C,"A Gunawan, G Kendall, LS Lee, B McCollum",
404,IEEE Computational Intelligence Society,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:qwy9JoKyICEC,"T FUKUDA, B BOUCHON-MEUNIER, EH RUSPINI, NR PAL, JM KELLER, ...",
405,IEEE Computational Intelligence Society,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:EPG8bYD4jVwC,"K KOSUGE, B BOUCHON-MEUNIER, EH RUSPINI, XIN YAO, NR PAL, ...",
406,Modelling the English Football League Using Constraint Satisfaction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:raTqNPD5sRQC,"OS Sitompul, G Kendall",
407,IEEE Officers,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:mKu_rENv82IC,"KAYC TAN, DB FOGEL, H ABBASS, UWE AICKELIN, D ASHLOCK, ...",
408,IEEE Computational Intelligence Society,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:sszUF3NjhM4C,"PA ESTEVEZ, B BOUCHON-MEUNIER, EH RUSPINI, PAUCJ CHUNG, ...",
409,Transactions/Journals Department,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:XUvXOeBm_78C,"KAYC TAN, DB FOGEL, H ABBASS, UWE AICKELIN, D ARNOLD, ...",
410,Control Techniques in Tabu Search Based Hyper-heuristic for Examination Timetabling,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:owLR8QvbtFgC,"G Kendall, NM Hussin",
411,International Advisory Board/Steering Committee,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:wMgC3FpKEyYC,"G Kendall, JI Timmis, R Qu, SM Shamsudin, ARAUT Nasional, ...",
412,Task Force on Hyper-heuristics,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VjJm3zYAAAAJ&cstart=400&pagesize=100&citation_for_view=VjJm3zYAAAAJ:4xDN1ZYqzskC,"M Ayob, R Bai, E Burke, P De Causmaecker, BN Dolayme, M Gong, ...",
